[27-Apr-2022 13:32:19 UTC] PHP  14. do_action() C:\Users\marie\Documents\solution.wp\app\public\wp-includes\script-loader.php:2115
[27-Apr-2022 13:32:19 UTC] PHP  15. WP_Hook->do_action() C:\Users\marie\Documents\solution.wp\app\public\wp-includes\plugin.php:474
[27-Apr-2022 13:32:19 UTC] PHP  16. WP_Hook->apply_filters() C:\Users\marie\Documents\solution.wp\app\public\wp-includes\class-wp-hook.php:331
[27-Apr-2022 13:32:19 UTC] PHP  17. solution_register_assets() C:\Users\marie\Documents\solution.wp\app\public\wp-includes\class-wp-hook.php:307
[27-Apr-2022 13:32:19 UTC] PHP  18. filemtime() C:\Users\marie\Documents\solution.wp\app\public\wp-content\themes\themesolution\functions.php:95
[27-Apr-2022 13:32:19 UTC] PHP Fatal error:  Uncaught Error: Call to a member function have_posts() on null in C:\Users\marie\Documents\solution.wp\app\public\wp-content\themes\themesolution\header.php:65
Stack trace:
#0 C:\Users\marie\Documents\solution.wp\app\public\wp-includes\template.php(770): require_once()
#1 C:\Users\marie\Documents\solution.wp\app\public\wp-includes\template.php(716): load_template('C:\\Users\\marie\\...', true, Array)
#2 C:\Users\marie\Documents\solution.wp\app\public\wp-includes\general-template.php(48): locate_template(Array, true, true, Array)
#3 C:\Users\marie\Documents\solution.wp\app\public\wp-content\themes\themesolution\front-page.php(4): get_header()
#4 C:\Users\marie\Documents\solution.wp\app\public\wp-includes\template-loader.php(106): include('C:\\Users\\marie\\...')
#5 C:\Users\marie\Documents\solution.wp\app\public\wp-blog-header.php(19): require_once('C:\\Users\\marie\\...')
